Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch
perl-FCGI,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Built,0.79,4.azl3,1,1,perl-FCGI-0.82-12.fc41.src.rpm,Default Initialized,Default Initialized,0.82,12.fc41,EXISTS_IN_EXT,0.79,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-FFI-CheckLib,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Built,0.26,3.azl3,1,1,perl-FFI-CheckLib-0.31-7.fc41.src.rpm,Default Initialized,Default Initialized,0.31,7.fc41,EXISTS_IN_EXT,0.26,N,0,Akarsh,NOT_FOUND,NA,NA,NA,NA
perl-File-BOM,NA,P1,Aninda,11433,https://github.com/microsoft/azurelinux/pull/11433,DRAFT,2024-12-12T18:20:04Z,Y,Y,Built,0.16,5.azl3,1,1,perl-File-BOM-0.18-14.fc41.src.rpm,Default Initialized,Default Initialized,0.18,14.fc41,EXISTS_IN_EXT,0.16,N,0,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-perl-File-BOM
perl-File-BaseDir,NA,P1,Aninda,11437,https://github.com/microsoft/azurelinux/pull/11437,DRAFT,2024-12-12T21:02:34Z,Y,Y,Built,0.08,9.azl3,1,1,perl-File-BaseDir-0.09-10.fc41.src.rpm,Default Initialized,Default Initialized,0.09,10.fc41,EXISTS_IN_EXT,0.08,N,0,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-perl-File-BaseDir
perl-File-CheckTree,NA,NA,NA,NA,NA,NA,NA,N,N,Built,4.42,308.azl3,1,1,perl-File-CheckTree-4.42-321.fc41.src.rpm,Default Initialized,Default Initialized,4.42,321.fc41,EXISTS_IN_EXT,4.42,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-File-Copy-Recursive,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,0.45,3.azl3,1,1,perl-File-Copy-Recursive-0.45-16.fc41.src.rpm,Default Initialized,Default Initialized,0.45,16.fc41,EXISTS_IN_EXT,0.45,N,0,Aninda,NA,NA,NA,NA,NA
perl-File-DesktopEntry,NA,P1,Aninda,NA,NA,NA,NA,N,N,Failed,0.22,14.azl3,1,1,perl-File-DesktopEntry-0.22-26.fc41.src.rpm,Default Initialized,Default Initialized,0.22,26.fc41,EXISTS_IN_EXT,0.22,N,0,Aninda,NA,NA,NA,NA,NA
perl-File-Find-Object,NA,P1,Aninda,12226,https://github.com/microsoft/azurelinux/pull/12226,DRAFT,2025-02-05T03:52:58Z,Y,Y,Built,0.3.5,3.azl3,1,1,perl-File-Find-Object-0.3.8-4.fc41.src.rpm,Default Initialized,Default Initialized,0.3.8,4.fc41,EXISTS_IN_EXT,0.3.5,N,0,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-perl-File-Find-Object
perl-File-Find-Object-Rule,NA,P1,Aninda,NA,NA,NA,NA,Y,Y,Built,0.0312,3.azl3,1,1,perl-File-Find-Object-Rule-0.0313-9.fc41.src.rp,Default Initialized,Default Initialized,0.0313,9.fc41.src.rp,EXISTS_IN_EXT,0.0312,N,0,Aninda,NA,NA,NA,NA,NA
perl-File-Find-Rule,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.34,15.azl3,1,1,perl-File-Find-Rule-0.34-29.fc41.src.rpm,Default Initialized,Default Initialized,0.34,29.fc41,EXISTS_IN_EXT,0.34,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-File-Find-Rule-Perl,NA,New P0,Sumit,12757,https://github.com/microsoft/azurelinux/pull/12757,OPEN,2025-03-04T07:25:13Z,Y,Y,Built,1.15,17.azl3,1,1,perl-File-Find-Rule-Perl-1.16-9.fc41.src.rpm,Default Initialized,Default Initialized,1.16,9.fc41,EXISTS_IN_EXT,1.15,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-File-Find-Rule-Perl
perl-File-Inplace,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.20,26.azl3,1,1,perl-File-Inplace-0.20-36.fc41.src.rpm,Default Initialized,Default Initialized,0.20,36.fc41,EXISTS_IN_EXT,0.20,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-File-MimeInfo,NA,P1,Aninda,NA,NA,NA,NA,Y,Y,Failed,0.29,7.azl3,1,1,perl-File-MimeInfo-0.35-2.fc41.src.rpm,Default Initialized,Default Initialized,0.35,2.fc41,EXISTS_IN_EXT,0.29,N,0,Aninda,NA,NA,NA,NA,NA
perl-File-ReadBackwards,NA,P0,Kevin,11626,https://github.com/microsoft/azurelinux/pull/11626,OPEN,2024-12-20T23:04:02Z,Y,Y,Built,1.05,18.azl3,1,1,perl-File-ReadBackwards-1.06-11.fc41.src.rpm,Default Initialized,Default Initialized,1.06,11.fc41,EXISTS_IN_EXT,1.05,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11626,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-File-ReadBackwards-1.06-1
perl-File-Remove,NA,P0,Kevin,11691,https://github.com/microsoft/azurelinux/pull/11691,MERGED,2024-12-23T22:47:33Z,Y,Y,Built,1.58,7.azl3,1,1,perl-File-Remove-1.61-8.fc41.src.rpm,Default Initialized,Default Initialized,1.61,8.fc41,EXISTS_IN_EXT,1.58,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11691,Bala,Dev Approved,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-File-Remove-1.61-1
perl-File-ShareDir,NA,New P0,Sumit,12756,https://github.com/microsoft/azurelinux/pull/12756,OPEN,2025-03-04T07:22:40Z,Y,Y,Built,1.116,8.azl3,1,1,perl-File-ShareDir-1.118-12.fc41.src.rpm,Default Initialized,Default Initialized,1.118,12.fc41,EXISTS_IN_EXT,1.116,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-File-ShareDir
perl-File-ShareDir-Install,NA,P0,Kevin,11693,https://github.com/microsoft/azurelinux/pull/11693,MERGED,2024-12-23T23:05:46Z,Y,Y,Built,0.13,9.azl3,1,1,perl-File-ShareDir-Install-0.14-7.fc41.src.rpm,Default Initialized,Default Initialized,0.14,7.fc41,EXISTS_IN_EXT,0.13,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11693,Bala,Dev Approved,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-File-ShareDir-Install-0.14-1
perl-File-Slurp,NA,P0,Kevin,11694,https://github.com/microsoft/azurelinux/pull/11694,OPEN,2024-12-23T23:16:32Z,Y,Y,Built,9999.29,3.azl3,1,1,perl-File-Slurp-9999.32-14.fc41.src.rpm,Default Initialized,Default Initialized,9999.32,14.fc41,EXISTS_IN_EXT,9999.29,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11694,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-File-Slurp-9999.32-1
perl-File-Slurp-Tiny,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.004,15.azl3,1,1,perl-File-Slurp-Tiny-0.004-27.fc41.src.rpm,Default Initialized,Default Initialized,0.004,27.fc41,EXISTS_IN_EXT,0.004,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-File-Slurper,NA,New P0,Sumit,12760,https://github.com/microsoft/azurelinux/pull/12760,OPEN,2025-03-04T07:49:49Z,Y,Y,Built,0.012,8.azl3,1,1,perl-File-Slurper-0.014-6.fc41.src.rpm,Default Initialized,Default Initialized,0.014,6.fc41,EXISTS_IN_EXT,0.012,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-File-Slurper
perl-File-Type,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.22,37.azl3,1,1,perl-File-Type-0.22-49.fc41.src.rpm,Default Initialized,Default Initialized,0.22,49.fc41,EXISTS_IN_EXT,0.22,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-File-chdir,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.1011,12.azl3,1,1,perl-File-chdir-0.1011-26.fc41.src.rpm,Default Initialized,Default Initialized,0.1011,26.fc41,EXISTS_IN_EXT,0.1011,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Font-TTF,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.06,13.azl3,1,1,perl-Font-TTF-1.06-25.fc41.src.rpm,Default Initialized,Default Initialized,1.06,25.fc41,EXISTS_IN_EXT,1.06,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-FreezeThaw,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.5001,30.azl3,1,1,perl-FreezeThaw-0.5001-45.fc41.src.rpm,Default Initialized,Default Initialized,0.5001,45.fc41,EXISTS_IN_EXT,0.5001,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-GD,NA,New P0,Sumit,12769,https://github.com/microsoft/azurelinux/pull/12769,DRAFT,2025-03-04T08:12:02Z,Y,Y,Built,2.71,5.azl3,1,1,perl-GD-2.83-2.fc41.src.rpm,Default Initialized,Default Initialized,2.83,2.fc41,EXISTS_IN_EXT,2.71,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-GD
perl-GD-Barcode,NA,P1,Aninda,NA,NA,NA,NA,Y,Y,Built,1.15,34.azl3,1,1,perl-GD-Barcode-2.00-5.fc41.src.rpm,Default Initialized,Default Initialized,2.00,5.fc41,EXISTS_IN_EXT,1.15,N,0,Aninda,NA,NA,NA,NA,NA
perl-GSSAPI,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.28,31.azl3,1,1,perl-GSSAPI-0.28-47.fc41.src.rpm,Default Initialized,Default Initialized,0.28,47.fc41,EXISTS_IN_EXT,0.28,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Getopt-ArgvFile,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.11,32.azl3,1,1,perl-Getopt-ArgvFile-1.11-44.fc41.src.rpm,Default Initialized,Default Initialized,1.11,44.fc41,EXISTS_IN_EXT,1.11,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Graphics-ColorNamesLite-WWW,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.14.000,6.azl3,1,1,perl-Graphics-ColorNamesLite-WWW-1.14.000-13.fc,Default Initialized,Default Initialized,1.14.000,13.fc,EXISTS_IN_EXT,1.14.000,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Guard,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.023,18.azl3,1,1,perl-Guard-1.023-32.fc41.src.rpm,Default Initialized,Default Initialized,1.023,32.fc41,EXISTS_IN_EXT,1.023,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-HTML-Tree,NA,NA,NA,NA,NA,NA,NA,N,N,Built,5.07,12.azl3,1,1,perl-HTML-Tree-5.07-27.fc41.src.rpm,Default Initialized,Default Initialized,5.07,27.fc41,EXISTS_IN_EXT,5.07,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Hook-LexWrap,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.26,11.azl3,1,1,perl-Hook-LexWrap-0.26-23.fc41.src.rpm,Default Initialized,Default Initialized,0.26,23.fc41,EXISTS_IN_EXT,0.26,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-IO-AIO,NA,P0,Kevin,11695,https://github.com/microsoft/azurelinux/pull/11695,MERGED,2024-12-23T23:49:29Z,Y,Y,Built,4.76,2.azl3,1,1,perl-IO-AIO-4.81-3.fc41.src.rpm,Default Initialized,Default Initialized,4.81,3.fc41,EXISTS_IN_EXT,Not Found,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11695,Bala,Dev Approved,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-IO-AIO-4.81-1
perl-IO-All,NA,P1,Aninda,NA,NA,NA,NA,N,N,Failed,0.87,11.azl3,1,1,perl-IO-All-0.87-23.fc41.src.rpm,Default Initialized,Default Initialized,0.87,23.fc41,EXISTS_IN_EXT,0.87,N,0,Aninda,NA,NA,NA,NA,NA
perl-IO-CaptureOutput,NA,P1,Aninda,NA,NA,NA,NA,N,N,Built,1.1105,3.azl3,1,1,perl-IO-CaptureOutput-1.1105-15.fc41.src.rpm,Default Initialized,Default Initialized,1.1105,15.fc41,EXISTS_IN_EXT,1.1105,N,0,Aninda,NA,NA,NA,NA,NA
perl-IO-Compress-Lzma,NA,New P0,Sumit,12762,https://github.com/microsoft/azurelinux/pull/12762,OPEN,2025-03-04T07:57:30Z,Y,Y,Built,2.101,5.azl3,1,1,perl-IO-Compress-Lzma-2.212-2.fc41.src.rpm,Default Initialized,Default Initialized,2.212,2.fc41,EXISTS_IN_EXT,2.101,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-IO-Compress-Lzma
perl-IO-Multiplex,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.16,16.azl3,1,1,perl-IO-Multiplex-1.16-28.fc41.src.rpm,Default Initialized,Default Initialized,1.16,28.fc41,EXISTS_IN_EXT,1.16,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-IO-SessionData,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.03,18.azl3,1,1,perl-IO-SessionData-1.03-30.fc41.src.rpm,Default Initialized,Default Initialized,1.03,30.fc41,EXISTS_IN_EXT,1.03,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-IO-Socket-INET6,NA,P1,Aninda,NA,NA,NA,NA,Y,Y,Built,2.72,19.azl3,1,1,perl-IO-Socket-INET6-2.73-9.fc41.src.rpm,Default Initialized,Default Initialized,2.73,9.fc41,EXISTS_IN_EXT,2.72,N,0,Aninda,NA,NA,NA,NA,NA
perl-IPC-Run3,NA,P0,Kevin,11698,https://github.com/microsoft/azurelinux/pull/11698,MERGED,2024-12-24T00:39:49Z,Y,Y,Built,0.048,19.azl3,1,1,perl-IPC-Run3-0.049-2.fc41.src.rpm,Default Initialized,Default Initialized,0.049,2.fc41,EXISTS_IN_EXT,0.048,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11698,Bala,Dev Approved,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-IPC-Run3-0.049-1
perl-IPC-System-Simple,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.30,2.azl3,1,1,perl-IPC-System-Simple-1.30-14.fc41.src.rpm,Default Initialized,Default Initialized,1.30,14.fc41,EXISTS_IN_EXT,1.30,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Image-Base,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.17,17.azl3,1,1,perl-Image-Base-1.17-29.fc41.src.rpm,Default Initialized,Default Initialized,1.17,29.fc41,EXISTS_IN_EXT,1.17,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Image-Info,NA,New P0,Sumit,12761,https://github.com/microsoft/azurelinux/pull/12761,OPEN,2025-03-04T07:56:00Z,Y,Y,Built,1.42,4.azl3,1,1,perl-Image-Info-1.44-4.fc41.src.rpm,Default Initialized,Default Initialized,1.44,4.fc41,EXISTS_IN_EXT,1.42,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Image-Info
perl-Image-Xbm,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.10,13.azl3,1,1,perl-Image-Xbm-1.10-25.fc41.src.rpm,Default Initialized,Default Initialized,1.10,25.fc41,EXISTS_IN_EXT,1.10,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Image-Xpm,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.13,12.azl3,1,1,perl-Image-Xpm-1.13-25.fc41.src.rpm,Default Initialized,Default Initialized,1.13,25.fc41,EXISTS_IN_EXT,1.13,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Import-Into,NA,P1,Jagadeesh,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Import-Into-1.002005-27.fc41.src.rpm,Default Initialized,Default Initialized,1.002005,27.fc41,MOVED_TO_CORE,Not Found,N,0,Jagadeesh,NA,NA,NA,NA,NA
perl-Importer,NA,P0,Kevin,11710,https://github.com/microsoft/azurelinux/pull/11710,OPEN,2024-12-24T22:38:04Z,Y,Y,Built,0.025,8.azl3,1,1,perl-Importer-0.026-13.fc41.src.rpm,Default Initialized,Default Initialized,0.026,13.fc41,EXISTS_IN_EXT,0.025,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11710,Bala,Dev Approved,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Importer-0.026-1
perl-Inline-Files,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.71,5.azl3,1,1,perl-Inline-Files-0.71-18.fc41.src.rpm,Default Initialized,Default Initialized,0.71,18.fc41,EXISTS_IN_EXT,0.71,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-JSON-Color,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,0.133,3.azl3,1,1,perl-JSON-Color-0.134-5.fc41.src.rpm,Default Initialized,Default Initialized,0.134,5.fc41,EXISTS_IN_EXT,0.133,N,0,Jagadeesh,NA,NA,NA,NA,NA
perl-JSON-MaybeXS,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,1.004003,5.azl3,1,1,perl-JSON-MaybeXS-1.004008-2.fc41.src.rpm,Default Initialized,Default Initialized,1.004008,2.fc41,EXISTS_IN_EXT,1.004003,N,0,Jagadeesh,NA,NA,NA,NA,NA
perl-LDAP,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,0.66,10.azl3,1,1,perl-LDAP-0.68-14.fc41.src.rpm,Default Initialized,Default Initialized,0.68,14.fc41,EXISTS_IN_EXT,0.66,N,0,Jagadeesh,NA,NA,NA,NA,NA
perl-LWP-Protocol-https,NA,P0,Kevin,11712,https://github.com/microsoft/azurelinux/pull/11712,OPEN,2024-12-25T00:02:41Z,Y,Y,Built,6.10,2.azl3,1,1,perl-LWP-Protocol-https-6.14-2.fc41.src.rpm,Default Initialized,Default Initialized,6.14,2.fc41,EXISTS_IN_EXT,6.10,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11712,Bala,In Review,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-LWP-Protocol-https-6.14-1
perl-Lingua-EN-Inflect,NA,P0,Kevin,11714,https://github.com/microsoft/azurelinux/pull/11714,MERGED,2024-12-25T00:13:30Z,Y,Y,Built,1.904,5.azl3,1,1,perl-Lingua-EN-Inflect-1.905-12.fc41.src.rpm,Default Initialized,Default Initialized,1.905,12.fc41,EXISTS_IN_EXT,1.904,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11714,Bala,Dev Approved,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Lingua-EN-Inflect-1.905-1
perl-List-MoreUtils-XS,NA,New P0,Sumit,12766,https://github.com/microsoft/azurelinux/pull/12766,OPEN,2025-03-04T08:06:14Z,Y,Y,Built,0.428,9.azl3,1,1,perl-List-MoreUtils-XS-0.430-15.fc41.src.rpm,Default Initialized,Default Initialized,0.430,15.fc41,EXISTS_IN_EXT,0.428,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-List-MoreUtils-XS
perl-Locale-Codes,NA,P0,Kevin,11715,https://github.com/microsoft/azurelinux/pull/11715,OPEN,2024-12-25T00:33:08Z,Y,Y,Built,3.66,4.azl3,1,1,perl-Locale-Codes-3.79-2.fc41.src.rpm,Default Initialized,Default Initialized,3.79,2.fc41,EXISTS_IN_EXT,3.66,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11715,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/perl-Locale-Codes-3.81-1
perl-Locale-Maketext-Gettext,NA,P0,Kevin,NA,NA,NA,NA,Y,Y,Built,1.30,3.azl3,1,1,perl-Locale-Maketext-Gettext-1.32-12.fc41.src.r,Default Initialized,Default Initialized,1.32,12.fc41.src.r,EXISTS_IN_EXT,1.30,Y,1,Kevin,NA,NA,NA,NA,NA
perl-Locale-Msgfmt,NA,CP_batch1,Sumit,12336,https://github.com/microsoft/azurelinux/pull/12336,OPEN,2025-02-12T20:43:08Z,N,N,Failed,0.15,28.azl3,1,1,perl-Locale-Msgfmt-0.15-40.fc41.src.rpm,Default Initialized,Default Initialized,0.15,40.fc41,EXISTS_IN_EXT,0.15,N,0,Sumit,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Locale-Msgfmt
perl-Locale-PO,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.27,16.azl3,1,1,perl-Locale-PO-0.27-28.fc41.src.rpm,Default Initialized,Default Initialized,0.27,28.fc41,EXISTS_IN_EXT,0.27,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Log-Message,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.08,22.azl3,1,1,perl-Log-Message-0.08-35.fc41.src.rpm,Default Initialized,Default Initialized,0.08,35.fc41,EXISTS_IN_EXT,0.08,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Log-Message-Simple,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.10,309.azl3,1,1,perl-Log-Message-Simple-0.10-322.fc41.src.rpm,Default Initialized,Default Initialized,0.10,322.fc41,EXISTS_IN_EXT,0.10,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-MIME-Charset,NA,CP_batch1,Jagadeesh,12484,https://github.com/microsoft/azurelinux/pull/12484,MERGED,2025-02-18T21:11:03Z,Y,Y,Built,1.012.2,12.azl3,1,1,perl-MIME-Charset-1.013.1-6.fc41.src.rpm,Default Initialized,Default Initialized,1.013.1,6.fc41,EXISTS_IN_EXT,1.012.2,N,0,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_perl-MIME-Charset
perl-MIME-Lite,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,3.031,3.azl3,1,1,perl-MIME-Lite-3.033-11.fc41.src.rpm,Default Initialized,Default Initialized,3.033,11.fc41,EXISTS_IN_EXT,3.031,N,0,Jagadeesh,NA,NA,NA,NA,NA
perl-MIME-Types,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,2.17,9.azl3,1,1,perl-MIME-Types-2.26-2.fc41.src.rpm,Default Initialized,Default Initialized,2.26,2.fc41,EXISTS_IN_EXT,2.17,N,0,Jagadeesh,NA,NA,NA,NA,NA
perl-MLDBM,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Built,2.05,22.azl3,1,1,perl-MLDBM-2.05-33.fc41.src.rpm,Default Initialized,Default Initialized,2.05,33.fc41,EXISTS_IN_EXT,2.05,N,0,Jagadeesh,NA,NA,NA,NA,NA
perl-MRO-Compat,NA,P0,Sreenivasulu,11476,https://github.com/microsoft/azurelinux/pull/11476,MERGED,2024-12-17T00:59:02Z,Y,Y,Built,0.13,11.azl3,1,1,perl-MRO-Compat-0.15-10.fc41.src.rpm,Default Initialized,Default Initialized,0.15,10.fc41,EXISTS_IN_EXT,0.13,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11476,NA,NA,https://github.com/v-smalavathu/azurelinux1.git,topic_perl-MRO-Compat
perl-Mail-AuthenticationResults,NA,New P0,Sumit,12765,https://github.com/microsoft/azurelinux/pull/12765,OPEN,2025-03-04T08:04:38Z,Y,Y,Built,1.20200108,3.azl3,1,1,perl-Mail-AuthenticationResults-2.20231031-4.fc,Default Initialized,Default Initialized,2.20231031,4.fc,EXISTS_IN_EXT,1.20200108,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Mail-AuthenticationResults
perl-Mail-DKIM,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,0.58,4.azl3,1,1,perl-Mail-DKIM-1.20240619-2.fc41.src.rpm,Default Initialized,Default Initialized,1.20240619,2.fc41,EXISTS_IN_EXT,0.58,N,0,Jagadeesh,NA,NA,NA,NA,NA
perl-Mail-IMAPTalk,NA,P0,Sreenivasulu,11552,https://github.com/microsoft/azurelinux/pull/11552,MERGED,2024-12-19T18:35:25Z,Y,Y,Built,4.04,12.azl3,1,1,perl-Mail-IMAPTalk-4.06-4.fc41.src.rpm,Default Initialized,Default Initialized,4.06,4.fc41,EXISTS_IN_EXT,4.04,Y,1,Sreenivasulu,NA,NA,NA,https://github.com/v-smalavathu/azurelinux1.git,topic_perl-Mail-IMAPTalk
perl-Mail-SPF,NA,P1,Jyoti,NA,NA,NA,NA,Y,Y,Failed,2.9.0,23.azl3,1,1,perl-Mail-SPF-3.20240923-1.fc41.src.rpm,Default Initialized,Default Initialized,3.20240923,1.fc41,EXISTS_IN_EXT,2.9.0,N,0,Jyoti,NA,NA,NA,NA,NA
perl-MailTools,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.21,5.azl3,1,1,perl-MailTools-2.21-17.fc41.src.rpm,Default Initialized,Default Initialized,2.21,17.fc41,EXISTS_IN_EXT,2.21,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
perl-Math-Int64,NA,P0,Sreenivasulu,11477,https://github.com/microsoft/azurelinux/pull/11477,MERGED,2024-12-17T01:14:14Z,Y,Y,Built,0.54,14.azl3,1,1,perl-Math-Int64-0.57-3.fc41.src.rpm,Default Initialized,Default Initialized,0.57,3.fc41,EXISTS_IN_EXT,0.54,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/11477,NA,NA,https://github.com/v-smalavathu/azurelinux1.git,topic_perl-Math-Int64
perl-Mixin-Linewise,NA,New P0,Sumit,12764,https://github.com/microsoft/azurelinux/pull/12764,OPEN,2025-03-04T08:00:33Z,Y,Y,Built,0.108,17.azl3,1,1,perl-Mixin-Linewise-0.111-6.fc41.src.rpm,Default Initialized,Default Initialized,0.111,6.fc41,EXISTS_IN_EXT,0.108,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Mixin-Linewise
perl-Module-Build-Tiny,NA,P1,Jyoti,11466,https://github.com/microsoft/azurelinux/pull/11466,OPEN,2024-12-16T06:45:50Z,Y,Y,Built,0.039,17.azl3,1,1,perl-Module-Build-Tiny-0.051-1.fc41.src.rpm,Default Initialized,Default Initialized,0.051,1.fc41,EXISTS_IN_EXT,0.039,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Module-Build-Tiny
perl-Module-Implementation,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Module-Implementation-0.09-40.fc41.src.rpm,Default Initialized,Default Initialized,0.09,40.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
